Transaction_ID,User_ID,Amount,Transaction_Type,Location,Fraudulent,Year,Month,Day,Hour,Minute,Second,Day_of_Week,Is_Weekend
eb04b397-6d17-4990-ba07-482b2c85d879,9935,1920.62,Online Purchase,Brandifurt,0,1989,9,23,22,2,4,5,1
c662481a-4e99-4339-8ac9-62cd3dd20656,5150,3387.56,Online Purchase,Lake Angela,0,2012,7,7,23,21,2,5,1
10420800-a220-4579-b69b-125e8917a4a9,2368,2955.31,ATM Withdrawal,Lake Edward,0,1987,6,3,9,9,16,2,0
a1503240-2d99-4826-8390-6f1bb5364534,7507,3032.1,Bill Payment,West Sierratown,0,1984,5,8,3,2,39,1,0
e352b832-e5c5-4f18-b576-8d82587ea546,8997,1129.45,Online Purchase,Tylerberg,0,2008,10,1,11,39,5,2,0
173416e5-9708-40cf-b051-7324fe319c86,5829,992.5,Bank Transfer,New Johnside,1,2000,10,26,10,57,48,3,0
6b980ab8-2a4b-485d-8e3d-a80d8ffebb4e,6149,1708.12,ATM Withdrawal,South Taylorfurt,0,1984,3,8,18,43,59,3,0
aa2b1628-c65c-473f-a2d7-7d24d9532a52,7424,4828.96,Bill Payment,Port James,0,1981,5,25,21,31,32,0,0
d08c619a-bc74-40e6-950e-113510d719da,5825,4572.05,ATM Withdrawal,New Philip,0,1995,9,15,10,38,32,4,0
dbb2c81c-78c2-4e85-b742-0bb5b77db11a,3586,1357.59,Bank Transfer,West Jenniferview,0,2015,11,23,7,39,41,0,0
57887a1d-3ae3-4e9b-8b42-009c0038c7d5,4202,2636.58,Bill Payment,Lake Lindsay,1,2011,11,16,21,31,29,2,0
27993178-7afd-424c-9d6e-904e61c132c5,5564,1723.73,Bank Transfer,Brandonborough,1,1983,12,19,15,51,25,0,0
78742f56-e84c-4153-bf2a-fb9723aa405d,8096,185.62,ATM Withdrawal,Jackfort,0,2000,12,12,10,42,25,1,0
0b2f53d5-e95e-4587-80dc-7d6c3300b4a1,1702,2084.63,Bank Transfer,Robertmouth,1,1997,6,6,3,5,12,4,0
aabd4472-3221-49c5-a139-55c5030a3bd1,4793,538.75,Bill Payment,North Dawn,0,1971,4,13,12,26,30,1,0
bc20f144-9fbc-4075-80c4-3fe69448095e,7868,3536.14,Bill Payment,Bushberg,1,1986,12,17,10,14,17,2,0
25ecf925-2f98-4d1e-b85b-088e0a1a4ac4,9595,4118.43,Bill Payment,Singhburgh,1,1985,9,24,5,20,14,1,0
7593eca9-a9ac-4be4-b57a-9e0f11ec2673,5943,1232.47,Online Purchase,Davidside,0,2021,6,3,19,13,18,3,0
6f4ef1cf-3cb1-482c-8543-0f6a92be4453,6295,4815.7,Online Purchase,South Kimberlyton,0,1992,9,30,10,45,53,2,0
d5547790-4fdc-4e85-a866-c5e1c14bd104,4262,637.18,Online Purchase,Danielland,0,1998,8,17,21,56,59,0,0
c7c3c7d1-2ffc-454a-b715-952e8f325e01,8160,4145.61,ATM Withdrawal,Copelandstad,0,2017,9,1,5,12,27,4,0
b74bf322-b7c4-4723-a4fe-5979c26499c1,9604,2159.12,Online Purchase,New Dakota,0,2004,2,25,16,49,42,2,0
0730826f-94cb-4292-ba9d-09e1c74a7f44,6713,4385.76,Bill Payment,South Megan,0,2001,10,1,14,43,32,0,0
3cc1a8e8-02c4-444c-a07f-9ca7649e4064,9116,2634.11,Bill Payment,Shawnville,0,1999,9,29,6,6,18,2,0
f78d494e-1837-47e0-bb0f-d9d8d2cf1883,3772,1917.46,Bill Payment,East Shelly,0,2018,11,7,11,6,13,2,0
4ae56049-5254-485e-81c1-185f497e4091,9711,387.74,ATM Withdrawal,Port Richardview,0,1976,1,31,7,12,4,5,1
0c59eb53-9b76-4d3e-bf52-65232265cd65,3425,3642.83,Bank Transfer,Crystalview,0,2004,5,5,23,45,26,2,0
09a54268-e0d3-4d40-87b2-3c273ea1fbf4,8079,1482.65,Online Purchase,South Micheleside,0,2011,11,29,21,44,28,1,0
c47e609b-7072-41cc-9e4f-cb32b8e1365a,3804,4964.53,Online Purchase,Alexandramouth,1,2003,3,10,13,43,16,0,0
020a76eb-6410-4090-92bd-de21acacc005,9187,4823.9,ATM Withdrawal,Alexandrafurt,0,2008,11,2,22,27,32,6,1
541eb444-8bbc-4fd5-8147-b81abeffb355,5821,1032.28,Online Purchase,Holtport,0,1996,5,21,1,48,18,1,0
327d991d-a19e-4ad3-8e9c-238ab10884c4,4155,2442.34,ATM Withdrawal,East Cody,1,2005,5,26,23,56,9,3,0
f35dfd06-36d4-4808-b53d-9322b6fd11c9,9486,1954.44,ATM Withdrawal,Lewisside,0,1989,8,16,14,31,57,2,0
07fcd833-0c42-426d-a239-6dea60eef420,6679,3945.05,ATM Withdrawal,New Jamie,0,1970,5,20,23,12,10,2,0
237356ef-ad0c-4500-951c-039b26eeebb8,1991,2213.38,Bill Payment,West Heatherborough,1,1986,11,6,10,5,33,3,0
dc17f5d4-758e-412a-a879-940f50759f49,6037,4092.98,Bill Payment,East Randy,0,1973,3,25,16,52,5,6,1
6d43fcb6-85fb-426f-9e3e-4de8661ec9bc,3382,3742.8,Bill Payment,Johnsonstad,1,2006,9,1,8,57,31,4,0
f69f620d-df6c-4a24-a748-d33ecff0ac25,9700,109.99,ATM Withdrawal,Gibbsville,0,1988,3,22,19,28,20,1,0
61726201-ef65-4847-b9d9-145ac309a706,8326,487.38,Online Purchase,North Beckychester,0,2013,6,8,12,36,27,5,1
0d7ace44-7a2e-476b-812a-e67adac24d35,1753,2980.01,Bill Payment,Wallville,1,2004,12,16,22,21,34,3,0
540b542a-7986-4efd-8bf1-2aa333ce520e,3599,1634.18,Online Purchase,Sullivanberg,1,1974,12,7,8,46,39,5,1
8743162d-0929-48c3-9bff-403fc5ee1529,5458,1207.97,Online Purchase,Jameschester,0,1989,12,4,23,25,36,0,0
bdc1c5db-df7a-4d8f-95fc-28f2ee8d3b42,2786,3408.0,ATM Withdrawal,Richardsstad,1,2001,11,25,12,9,40,6,1
3b23b22f-46c1-4dff-b286-f55ade349b73,1633,3732.49,ATM Withdrawal,South Anne,0,1989,5,12,12,26,33,4,0
1a3abe9d-e9ec-4bcb-891e-ce4036318a89,8904,4179.91,Bill Payment,East Jimmy,1,2000,6,30,19,2,46,4,0
021b2172-aba8-4dff-af1a-70ffe4db8b89,4895,263.65,ATM Withdrawal,Port Coreyfurt,0,1998,12,2,16,10,47,2,0
5c4ba494-582a-4c37-a194-855ae188926b,2746,4938.32,Online Purchase,New David,1,1983,10,28,7,0,5,4,0
6f8e2d61-b452-4167-a29f-5f71ea408514,5781,4605.9,Bank Transfer,Port Dean,1,1996,3,18,10,25,26,0,0
c827e28e-06d4-46d7-bac4-e4af6b398231,3535,543.05,Online Purchase,Freemanton,1,1990,4,19,11,40,5,3,0
7f15e447-dbbd-42a3-88b3-f8cc6c718db0,7122,2359.62,ATM Withdrawal,Jasonbury,0,1996,4,13,1,44,35,5,1
cfcd9d1e-e252-4c2d-9949-ad6a6f3bedd2,3185,1890.65,ATM Withdrawal,Wilsontown,0,2006,3,29,3,30,42,2,0
a027af51-d1d9-449f-a5b7-b3e301466eaa,9784,834.1,ATM Withdrawal,Walkerburgh,0,1984,1,23,3,0,1,0,0
1c2e5b20-6a54-470c-92f7-1737ec09e75c,3250,2489.9,ATM Withdrawal,New Erin,0,1994,3,18,5,0,26,4,0
118b8f4c-d266-4d21-9db8-9376a19c0b63,5251,1034.6,Bank Transfer,North Julie,1,1973,8,3,12,35,6,4,0
b7e88c87-4b73-4384-a5fb-71013d64a971,5457,459.85,ATM Withdrawal,New Bernard,0,1973,5,29,9,34,7,1,0
7d546859-4ad5-40d3-bab5-b94ffb2dd32d,3450,4961.18,Online Purchase,Ashleyhaven,1,2016,6,1,6,42,52,2,0
784fa83f-1904-49fd-a6a1-c5fcca7f9a18,8989,2738.72,Online Purchase,New Shawnview,0,1994,7,23,16,7,12,5,1
64c79548-5aec-4423-9840-9c74518e4470,1038,1606.02,Bill Payment,Colebury,1,2001,5,15,7,44,49,1,0
f41cec2f-f3a5-4fcb-811a-1edf3d189096,5814,1262.16,Bank Transfer,Port Markmouth,0,1979,6,15,22,35,23,4,0
0de2ecf3-066f-491e-bf75-d3f4b4e203ab,7027,2448.97,ATM Withdrawal,Lake Deborah,1,2016,10,31,17,21,46,0,0
03a8876e-4283-41aa-bbc3-2145f20c3cdc,1791,1423.21,Bill Payment,West Cynthiaberg,1,1989,1,26,14,26,30,3,0
c421b317-be3d-46ac-abb1-639ca629bc12,3635,3911.81,Online Purchase,Charleneland,1,1995,4,1,11,19,34,5,1
2caad792-8332-4158-95ff-8d17c94ae87f,3890,4616.31,ATM Withdrawal,Sheribury,1,2009,11,27,1,25,58,4,0
4db1ed06-dcd4-436e-bdd5-985460a7ee54,7869,810.14,Online Purchase,Mendozachester,0,1989,6,25,2,13,3,6,1
8dc9c030-fae1-4119-a3dc-cfed05e55ea5,5948,501.66,Online Purchase,Madelineborough,0,2003,7,3,10,59,37,3,0
2544fe65-b51c-49b8-990d-2a3b7836798e,1330,1399.32,Online Purchase,Tracyside,1,1982,9,16,16,51,43,3,0
9ee8dcfc-7e68-4282-aead-704753927c6c,3109,3266.22,Online Purchase,Smithmouth,0,1970,2,25,1,40,52,2,0
65605a6b-4090-4f45-bda2-07ec3876c5cc,6342,355.89,Online Purchase,Deanchester,0,1990,6,4,20,34,23,0,0
02201dd1-ebdb-4485-9faf-d80eaf1ad7e2,5314,517.2,Bank Transfer,West Meagan,0,1975,6,9,20,58,0,0,0
f0149fa6-c6aa-4bd3-8c02-e8b3386b8dea,9726,4584.27,ATM Withdrawal,Ashleyside,1,1989,8,27,22,51,27,6,1
d69ab5ca-69a1-4572-a74d-0cfc4f810f8d,6419,730.85,ATM Withdrawal,North Jenna,0,2007,10,31,9,58,40,2,0
c4fcc276-fd93-4744-a9cd-e439e5283429,7053,440.7,Online Purchase,Duncantown,1,1971,3,25,23,34,27,3,0
c7a14594-df1f-4525-9c80-a36cecddf9a1,9163,1301.33,Bank Transfer,Hollybury,0,2021,11,26,18,26,22,4,0
b641243c-ef6d-49a2-ac0e-f83ffb8c2c82,1087,446.85,Bill Payment,New Tammyville,0,2001,5,11,22,26,8,4,0
15817f50-2ca7-4edc-a1f9-214248abcb23,3198,1941.24,ATM Withdrawal,Lake Lisaland,0,1972,8,16,8,55,33,2,0
0d178c18-10f1-430e-a826-aaebc9ed5c9d,2565,48.99,Bill Payment,South Brianville,1,1997,5,26,11,21,7,0,0
96f3a446-741c-4482-965f-a98ae0beefaf,2757,3760.65,Bank Transfer,New Kristinetown,1,1996,10,26,7,10,28,5,1
2b6b0324-6c45-43e6-9698-2d48dcaa2940,7151,3143.17,ATM Withdrawal,Kellyfort,0,2012,7,13,6,17,4,4,0
3d926946-2554-47df-a7ee-a19ea075821d,9014,1873.22,Bill Payment,Lake Tina,1,1982,12,13,19,4,35,0,0
e316149d-b21b-4c10-9036-1e70c73148a1,8183,2295.02,Online Purchase,South Joseph,0,2013,5,6,3,19,18,0,0
7ee2372b-ff74-4029-82f3-f9e1c0df8a55,6288,4710.02,Online Purchase,North Brettborough,1,2001,1,21,1,33,55,6,1
8fdcae9b-8dc4-420a-be8c-a9930fea8a61,3248,2994.28,Online Purchase,East Edward,0,1970,9,3,5,16,27,3,0
c0b7c7a9-22ce-4129-be25-57813c9316e4,6962,3310.37,ATM Withdrawal,Lake Trevorborough,1,1998,9,18,15,28,17,4,0
12a2b9c9-0832-4948-a24f-fbb5aafe0210,7655,1714.72,ATM Withdrawal,South Frank,1,2023,3,3,2,33,46,4,0
1bc36b92-3e8f-41de-b23c-0b1d8b0701da,1529,3092.33,ATM Withdrawal,Aaronchester,1,1975,8,8,3,36,26,4,0
6d022f26-f4d7-4f85-9607-9b317ba74219,7302,317.19,Bank Transfer,East Toddbury,1,1984,1,17,9,21,9,1,0
c3bc94c2-fd0c-4670-a496-57daf67ea944,6635,2775.86,ATM Withdrawal,New Kimberly,1,1986,3,5,14,35,37,2,0
ca79303d-4cab-4837-9149-1b96d1f9b29f,9623,2703.05,ATM Withdrawal,Jenniferside,1,2003,1,18,19,24,59,5,1
714eb07c-f089-4a9d-9ea7-e2ee61651e71,2753,2818.93,Bill Payment,Silvafurt,0,2014,10,20,2,22,6,0,0
29cee106-f3fa-4843-9b26-29b1613cbd9d,8384,1669.1,ATM Withdrawal,North Kimborough,1,1999,3,12,8,9,50,4,0
42adb4b9-36d1-4190-99e3-fefce87ff672,6443,4403.73,ATM Withdrawal,Vaughanport,0,1978,9,17,15,12,45,6,1
815709ef-ec9e-4c53-a942-af6086d5e33c,8337,3042.78,Bank Transfer,Port Michaelshire,1,1970,1,5,1,39,2,0,0
539aa55b-afcf-48a8-8224-5609bbd49995,1582,3077.89,Online Purchase,Kellystad,0,1988,7,2,16,29,36,5,1
fa5be2b5-38be-4862-a0f7-45aab9738aa9,2033,2878.17,Online Purchase,Port Mathewberg,1,1990,3,12,20,32,35,0,0
38bc114a-0f85-4975-a629-bd3c2d807a32,5668,463.47,ATM Withdrawal,Hillport,0,1988,11,11,3,25,44,4,0
19bf3914-5c4a-4cba-b0a8-c2d1e4f01d00,5253,2379.08,ATM Withdrawal,Jeffreymouth,1,1974,6,27,5,47,56,3,0
db779ec9-2946-478e-b764-3420c85d6619,7526,1976.73,ATM Withdrawal,Martinburgh,0,2006,9,12,17,46,20,1,0
36bd770c-7134-4c83-9b96-83bc149510c6,7271,57.4,Bill Payment,Port Shannonhaven,0,2002,11,21,8,16,48,3,0
dfa1b581-928f-4104-9be2-e8b2947f2627,8963,2427.55,Bill Payment,Wilsonfurt,1,1988,6,24,6,55,42,4,0
937fe874-d8a4-40bb-b024-dd7602250105,2182,4244.89,Bill Payment,Reneemouth,1,2000,5,29,5,14,2,0,0
c06483b3-c92a-4726-ac31-9047362a6f63,4762,4047.96,ATM Withdrawal,Alexanderton,1,1977,7,4,19,49,54,0,0
e45f087c-5a0a-4ca2-844b-70264a31cd97,3242,704.47,Bank Transfer,Brittanyhaven,0,2015,7,11,10,10,10,5,1
76890fc8-4b56-4e47-9fe9-a473a9440823,8596,3046.26,Online Purchase,Simpsontown,1,2014,1,27,2,6,53,0,0
a6448544-c50f-427d-8220-4d25abdb9c2f,1055,264.58,ATM Withdrawal,Lake William,0,1993,7,1,16,52,24,3,0
ca057c81-99c9-427c-8364-f03ca1ff80c4,6301,3646.24,Online Purchase,Marshallside,1,2005,3,27,7,53,10,6,1
ad0295b8-f364-4ce0-8d0b-c5aced7f2de4,2972,3069.99,Online Purchase,Jeremychester,0,2024,9,9,17,9,7,0,0
9f234468-b4fc-4d03-9c09-ce143b8f58c7,9797,1598.23,Bill Payment,North William,0,2020,11,16,0,7,32,0,0
50b91b21-fee6-4bd1-a0ca-eea714532244,5458,3204.22,Bill Payment,Harrisberg,1,2004,6,19,11,57,42,5,1
5bc844cd-01f2-4501-8e32-64aa4b832abe,3047,745.11,Bank Transfer,Sullivanside,0,1975,11,9,1,41,24,6,1
25f3387e-7043-4655-940f-f6b809392f09,2509,3833.03,Bill Payment,Schneiderfort,1,2016,5,11,11,47,54,2,0
702868f9-dd21-4162-b3d0-c1f6b8778f92,2626,1203.29,Bill Payment,Matthewfort,0,2012,1,16,20,9,10,0,0
89d715db-b99a-43e3-9765-cac48ad5b4e2,2916,1131.23,Bill Payment,Port Annport,0,1984,5,20,8,44,45,6,1
027fbb61-00c7-4167-8ec6-3f55ba7dd281,5312,3122.86,Online Purchase,Port Jenniferport,0,1983,6,29,18,34,53,2,0
1fd75014-9391-4582-86b9-f7076fb7bdda,3233,3464.61,Bill Payment,West Charlesmouth,0,1980,12,30,16,28,1,1,0
03a9b96c-f880-42b9-9558-b2d622ce1f1d,2779,3081.42,Bill Payment,West Joshuashire,1,2016,9,26,15,3,31,0,0
2d6bf31d-6f79-44ec-af8a-8e83683814b7,6913,1980.93,Online Purchase,East Amber,1,1991,11,6,11,25,17,2,0
001b0cab-fbf1-4c13-ad96-e1c5b61e267b,1695,3177.44,Online Purchase,South Robert,1,2002,9,15,0,52,44,6,1
4793e46c-6aa6-4260-ace3-f0a55a4b9af1,5633,3634.52,ATM Withdrawal,West Eric,0,2006,9,8,10,31,42,4,0
b400762c-9f0f-4deb-a015-f739b8563cb2,4527,1110.83,Bank Transfer,Anthonyhaven,1,1985,4,5,13,45,32,4,0
db123dd7-ed71-4ccb-a4f4-5aee882e6acc,8280,4680.23,ATM Withdrawal,Amandamouth,1,1989,4,11,3,22,2,1,0
c5c1a853-95ef-4a64-bc00-6f0e60d8074d,5829,4527.6,Bank Transfer,Jennifershire,0,2016,3,23,21,48,44,2,0
fd089d44-803e-43af-b0e9-0db655107c44,1274,3448.82,Bank Transfer,Lake Timothy,1,1990,3,13,14,30,45,1,0
ae1cfca2-61e3-4819-819c-e3e62cfdced6,5679,922.94,Bill Payment,Danielchester,1,1982,8,23,13,42,12,0,0
2c040e20-5ad8-4100-b2d7-d216a8b033a9,6775,3625.73,ATM Withdrawal,Harrisshire,0,2005,2,17,1,12,48,3,0
fb4ff7cb-63f0-405b-a56a-09c0518f67b9,9733,4774.38,ATM Withdrawal,Raymouth,0,1995,8,3,20,18,14,3,0
d23af902-b9f4-448b-a026-a38385ce3a1a,7908,2112.17,Bank Transfer,North Emily,0,2021,11,29,0,59,13,0,0
02ab6275-c23b-4bcb-aa5f-ca877a4f7084,9240,3992.56,Online Purchase,Lake Jessemouth,1,2015,3,24,9,18,8,1,0
f0595b87-2e5b-4645-93a5-8a10b4d5bd4a,3597,2904.13,Online Purchase,West Tina,0,2006,12,6,3,46,51,2,0
de4059b8-2a2a-40d8-a9db-7eba014c9e9a,5001,1307.7,Online Purchase,Markfort,0,2016,5,20,8,47,37,4,0
4f9bd2d0-b4c0-4184-b04a-9a45a94dd259,6912,2970.61,Bank Transfer,North Chris,1,1997,1,31,14,36,54,4,0
a6cd656b-91bb-41b8-a4c7-4ee50da46cc1,1981,4990.45,Bank Transfer,Jeremyville,0,2009,3,20,23,19,27,4,0
641d4dd1-1a2b-4bea-8010-299d3a93421f,5754,3978.65,Online Purchase,West Michellebury,1,2018,1,8,1,31,42,0,0
8e41b094-addd-4c53-b546-94641974a432,3896,1886.76,Online Purchase,Bensonview,0,1987,8,14,9,0,14,4,0
b8961553-f67c-4952-9d23-5dae1c676e56,5351,812.23,ATM Withdrawal,Kevintown,1,1989,7,13,6,6,40,3,0
45bb51a6-237d-41e2-9a99-0610ca355621,6798,1801.38,Online Purchase,Lake Elizabethmouth,1,1976,12,25,3,16,29,5,1
a1e15e96-5c4d-4fbf-8960-8426c4294622,8366,4410.74,Online Purchase,Amandaberg,1,1972,8,13,6,19,47,6,1
01f46ad2-a792-4e4c-be45-1e307274e55e,4842,289.9,ATM Withdrawal,West Heathermouth,1,1977,11,26,17,5,32,5,1
363662f1-6a1b-4bd1-9fea-39b913f84aff,7806,1405.82,Bill Payment,Lake Davidfurt,0,2021,9,5,8,31,25,6,1
1bc4b1cb-3765-4465-983a-20f005df0ba8,9484,802.91,ATM Withdrawal,Port Vickitown,1,2022,1,14,15,44,2,4,0
bef0a8bd-e29f-40d6-a076-baba9d585070,1074,3224.2,Bill Payment,Port Monicastad,0,2015,1,15,3,20,59,3,0
7ce3e33f-5fc6-4224-a610-6b420f78103b,3336,513.12,Bill Payment,Harrismouth,0,1999,11,9,9,0,11,1,0
5aab43af-904c-4665-a14a-14eca818b0e3,9547,2438.29,Bank Transfer,Katiemouth,1,1978,2,21,7,36,30,1,0
2f6418ca-9c87-4200-b5e9-3af44fa46eb0,9440,1879.98,Online Purchase,Lake Triciafort,0,1980,5,4,20,23,57,6,1
ef251796-5ba4-43b9-99a4-fc2ee32a7389,8146,2619.5,Bill Payment,Port Stephenton,0,1971,12,1,3,39,28,2,0
2babf3ca-6ded-4dad-9e75-e813815320a7,1252,2638.09,Bill Payment,Danielshire,0,1999,3,18,13,49,0,3,0
233d3d24-d40d-44c9-a8dc-1e2d22554723,6256,1970.16,ATM Withdrawal,West Emily,1,1971,12,11,8,2,48,5,1
4503e94d-ac1c-4c16-8e0c-1c2127b6cc59,6932,358.91,Bill Payment,Caitlinfort,1,1974,4,5,8,32,12,4,0
4b866e1f-c7f5-4c13-985c-900ae7e303d4,6275,4725.42,Online Purchase,West Sandrastad,1,2022,3,24,3,34,9,3,0
4a7d2de0-36e4-4200-b44f-6c6688af2466,4707,2227.57,ATM Withdrawal,Lake Alicia,0,1973,9,29,0,10,4,5,1
9017cc7b-0eef-402d-ab89-f276e26ed7e3,8165,3288.24,ATM Withdrawal,Port Nathaniel,1,1976,1,10,10,17,32,5,1
1d9608f0-f97c-4f96-ba32-a91c2c3f3701,2673,4147.48,Bill Payment,West Christopher,0,2024,1,23,12,28,58,1,0
7f9ddcc1-5985-4942-a64e-4d843704d3d1,5226,4125.0,Bill Payment,Rodriguezfort,0,1981,8,9,14,32,22,6,1
fa56090b-4cc7-4d63-b695-4b8b64c9f952,3553,4382.69,Online Purchase,Rodriguezbury,1,1982,12,30,0,20,58,3,0
90c3b9ad-7b16-45b7-aebc-f394023621f3,3418,4407.07,Online Purchase,Lefurt,0,1980,5,3,21,25,36,5,1
72f566f3-167d-46e1-a5d3-85874fdd71ff,7737,99.07,Online Purchase,East Ronaldchester,1,1976,2,4,19,38,54,2,0
6fa5dbb1-cd9a-490a-a7f7-1c8282c31d34,2977,95.89,Bill Payment,Russellville,0,1998,6,16,9,15,35,1,0
69adc0a3-d360-4e35-aeee-cd7651ef3bfa,6333,184.88,Bill Payment,North Morgan,0,2004,9,24,23,45,4,4,0
49b259e6-7a6d-45db-9bf6-db831413b3ac,1840,3896.7,Online Purchase,New Thomas,0,2015,10,4,8,37,18,6,1
fe04bd48-2295-4c4e-bded-08919e3b499c,6017,926.73,ATM Withdrawal,Laurenview,0,2012,5,15,6,38,7,1,0
827eddb3-959b-4f3a-baf8-f429df70f1e3,6580,3753.95,Bank Transfer,Michaelfort,0,2010,11,15,4,53,59,0,0
9b9bdcaf-8b92-44c9-a687-d5c6f747e797,7742,2801.64,Online Purchase,North Shellytown,1,2012,12,3,20,2,8,0,0
aa1c3c50-50e6-4de7-9f05-3fbeec4a62a7,6205,3756.16,ATM Withdrawal,Rileyton,1,1999,10,28,23,11,33,3,0
78aa055f-4d09-4698-94dc-c7d1737e116f,5854,1830.29,Online Purchase,Vanessaport,1,2024,3,5,9,55,0,1,0
4b227917-cdda-44e7-b737-14df42b661ad,1505,4220.34,ATM Withdrawal,Grantside,1,2014,7,5,9,7,56,5,1
53777fb3-19aa-4703-9781-9c58d3520327,5504,392.38,Bank Transfer,Cathybury,1,1996,1,16,16,43,26,1,0
d2c689a2-7547-4901-816f-861ebe87a717,6171,2999.34,Bank Transfer,Nelsonfort,1,1981,12,22,17,23,10,1,0
e6096d71-23bf-4b3d-9987-a32eca06d3bc,8902,2498.23,Bill Payment,Hernandezshire,1,1987,1,27,17,15,58,1,0
1133169f-ae79-465f-98ab-7a75e698d9e3,1028,4177.6,Bank Transfer,Johnsonshire,1,2015,8,13,6,20,1,3,0
c4eafc30-cda8-4e77-b1e4-a1c316d8860d,2629,3813.08,ATM Withdrawal,Cassandratown,1,1971,1,28,2,43,40,3,0
28732a73-c6d6-462c-b19f-16bc4b2d7c24,2162,4205.95,Online Purchase,Starkfurt,1,2012,3,19,19,6,26,0,0
04ab0d64-1325-4abc-b223-4902f7027ac7,4331,1088.14,Online Purchase,East Juanshire,1,1981,7,7,17,12,25,1,0
559bd47d-4136-444d-82bd-b269259b77e9,7709,2310.29,ATM Withdrawal,Port Stacieborough,1,2019,11,12,0,7,34,1,0
e5f67dd9-ea97-4933-ac23-64fe73a92908,2417,1495.63,Bank Transfer,New Mindystad,1,1997,12,22,1,50,54,0,0
e482b8b8-e9fd-457d-8e66-3ef3c596dcbf,5751,1646.99,ATM Withdrawal,Wareton,0,2018,1,28,5,51,26,6,1
683bf549-3006-4a0e-955b-af9e3a77c930,8679,4289.03,ATM Withdrawal,Lewisborough,1,1981,12,17,9,44,23,3,0
e15ebaaf-118c-4494-b93b-d4a796c0a818,1150,1479.42,Bank Transfer,Aprilchester,1,2017,11,28,4,16,49,1,0
7ea8a8d2-3c4d-4ba8-8f23-b49cbe438e07,1340,478.71,ATM Withdrawal,Lake Samuelmouth,1,1985,4,16,8,28,10,1,0
36e44d86-00d7-405b-8b9f-a94a33993e2c,4150,3976.71,Online Purchase,Toddview,0,2000,1,24,13,32,23,0,0
300f084a-210b-44a8-8e47-986dc94444cf,6469,2528.67,ATM Withdrawal,Wutown,1,2009,8,15,1,25,37,5,1
500e3a45-c724-4681-ac7c-441c669b5eab,9999,4108.58,Online Purchase,Larsonshire,1,1999,1,6,1,8,1,2,0
63996512-681d-4eae-9bd2-362454e52e48,4587,1746.55,Bank Transfer,Andrewmouth,0,2005,3,16,11,9,57,2,0
2ffc986d-494f-43d7-b591-7fa98df280e0,2801,1279.9,Bill Payment,Port Becky,0,2024,8,14,1,20,49,2,0
2e9d97fe-e942-4aed-ab6b-0244a376aa69,8580,4046.03,ATM Withdrawal,South Jennifer,0,1999,12,17,18,12,48,4,0
d878add7-b536-4b7d-9a3b-84f29d20268f,6793,2010.12,Bill Payment,East Dustinfurt,0,1980,1,9,20,11,19,2,0
d14ab43e-5705-42a0-b9d4-6b2c7fc7fe44,9391,2714.69,ATM Withdrawal,South Michaelborough,0,2011,9,26,14,16,49,0,0
78620cb8-062f-45cb-8330-99722ec4f320,2919,2132.39,Bill Payment,Port Elizabethbury,0,1970,7,7,14,36,58,1,0
e7e82b3f-2ae1-4d3f-98e6-b525c29af6da,3911,3080.79,ATM Withdrawal,Saundersmouth,0,2005,12,9,6,4,40,4,0
e25f7c96-d63e-48c4-a720-40442b6f86a6,9170,1265.85,Online Purchase,West John,0,1970,10,14,5,4,32,2,0
a4f2ea22-5a52-46ed-b6c5-44efc71850c7,7259,3962.17,ATM Withdrawal,East Joshua,0,1986,11,21,4,5,16,4,0
2bbac628-ea00-48fb-b0a7-9871ee8fdb12,8747,155.81,Bill Payment,Ashleestad,1,2001,8,24,19,55,35,4,0
8e540812-296d-4d48-bd51-6182df9e1fe7,1727,975.57,ATM Withdrawal,Parkerton,1,2015,10,6,19,3,14,1,0
a690dbf2-38ef-4b40-8c83-b47782b36031,6861,4065.74,Bank Transfer,Danielchester,0,1982,7,1,13,28,25,3,0
2a87e47e-6a43-430f-8bed-c068a69c9f3b,3311,807.18,Bank Transfer,Turnerstad,0,2006,12,21,8,1,41,3,0
66737a49-d847-4530-9541-77913109f9d3,5049,4311.97,Online Purchase,Jonathonhaven,1,2016,4,8,13,49,27,4,0
fcc422c9-2403-486f-8a95-1b64e9ad2fdf,1994,219.32,Online Purchase,Chavezberg,1,1994,10,26,3,50,43,2,0
43cb05e0-b69f-4d9e-ab3a-7de82fafba0c,5469,3783.33,ATM Withdrawal,Port Brian,0,1986,10,10,20,21,38,4,0
9876aeab-79bf-4985-8fde-996502010fd0,6124,2734.26,ATM Withdrawal,Ronaldmouth,0,2007,4,30,19,44,29,0,0
43a75ebc-57f8-4de8-97f9-9bd893291391,4808,945.68,Bank Transfer,Allenview,0,2023,10,1,3,50,2,6,1
35ced4d3-e0cc-46ef-8d3a-473269649876,6702,2763.76,Bill Payment,South Matthewburgh,0,2024,10,2,21,31,52,2,0
0231680e-4c3f-4fd0-9cac-6d067f183280,2260,3114.36,Online Purchase,Bryanburgh,1,2009,7,30,9,18,13,3,0
17ce89e6-9142-422e-83b7-46911b9f6562,1055,4192.76,Bill Payment,Stacyburgh,1,1991,4,11,12,14,1,3,0
6a147cfd-63f2-4689-ad13-fd17c94763fe,7377,1250.12,Bill Payment,Garnerton,1,2009,7,22,3,14,50,2,0
